Name,Location,Mileage,Engine,Seats
Honda Amaze SX i-DTEC,Kochi,25.8,1498.0,5.0
Audi A6 35 TDI Matrix,Delhi,18.53,1968.0,5.0
Tata Tigor 1.05 Revotorq XZ Option,Kochi,24.7,1047.0,5.0
Volkswagen Vento 1.5 TDI Highline AT,Kochi,21.5,1498.0,5.0
Audi A6 35 TDI Matrix,Hyderabad,18.53,1968.0,5.0
Nissan Terrano XL 110 PS,Hyderabad,19.01,1461.0,5.0
Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,21.66,1498.0,5.0
Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,25.83,1498.0,5.0
Tata Venture EX,Pune,15.42,1405.0,8.0
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,14.84,2143.0,5.0
Toyota Fortuner 4x2 Manual,Jaipur,13.0,2982.0,7.0
Honda City 1.5 V MT,Delhi,17.0,1497.0,5.0
Hyundai i20 Asta Option 1.2,Mumbai,18.6,1197.0,5.0
Volkswagen Vento Diesel Trendline,Hyderabad,20.54,1598.0,5.0
Ford Endeavour 2.5L 4X2 MT,Kochi,13.1,2499.0,7.0
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,14.8,1497.0,5.0
Hyundai i20 Sportz Diesel,Coimbatore,23.0,1396.0,5.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,Delhi,12.99,2494.0,8.0
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,21.5,1497.0,5.0
Ford Figo Diesel Titanium,Hyderabad,20.0,1399.0,5.0
Porsche Panamera Diesel,Delhi,17.85,2967.0,4.0
Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,17.01,1582.0,5.0
Audi A4 2.0 TDI Multitronic,Hyderabad,16.55,1968.0,5.0
Mahindra XUV500 W8 4WD,Kolkata,16.0,2179.0,7.0
Isuzu MUX 4WD,Jaipur,13.8,2999.0,7.0
Maruti Swift Dzire VDI,Delhi,23.4,1248.0,5.0
Maruti Ciaz ZXi,Kolkata,20.73,1373.0,5.0
Hyundai EON Era Plus,Pune,21.1,814.0,5.0
Mercedes-Benz E-Class 280 CDI,Chennai,11.0,2987.0,5.0
BMW 5 Series 2003-2012 520d,Pune,18.48,1995.0,5.0
Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,24.0,1186.0,5.0
Jaguar XJ 3.0L Portfolio,Hyderabad,14.47,2993.0,5.0
Maruti Swift Ldi BSIII,Chennai,17.8,1248.0,5.0
Hyundai Santro Xing GLS,Hyderabad,17.92,1086.0,5.0
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,12.8,2494.0,8.0
Hyundai i20 Sportz 1.2,Kolkata,18.6,1197.0,5.0
Mercedes-Benz E-Class 280 CDI,Mumbai,11.0,2987.0,5.0
Ford Figo Diesel ZXI,Chennai,20.0,1399.0,5.0
Toyota Corolla Altis 1.4 DG,Ahmedabad,21.43,1364.0,5.0
Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,18.9,1197.0,5.0
Jeep Compass 2.0 Limited 4X4,Coimbatore,16.3,1956.0,5.0
Maruti Ignis 1.2 AMT Alpha,Coimbatore,20.89,1197.0,5.0
Toyota Fortuner 3.0 Diesel,Pune,11.5,2982.0,7.0
Volkswagen Vento Diesel Highline,Jaipur,20.54,1598.0,5.0
Toyota Innova Crysta 2.4 VX MT,Mumbai,13.68,2393.0,7.0
Ford Figo Diesel Celebration Edition,Jaipur,20.0,1399.0,5.0
Toyota Platinum Etios 1.4 GXD,Hyderabad,23.59,1364.0,5.0
Mahindra Thar DI 4X4,Mumbai,18.06,2523.0,7.0
Land Rover Range Rover HSE Dynamic,Kochi,12.7,2179.0,5.0
BMW 3 Series 320d Highline,Delhi,16.07,1995.0,5.0
Hyundai Accent GLS,Bangalore,13.2,1495.0,5.0
Maruti Celerio ZXI AT,Jaipur,23.1,998.0,5.0
Jaguar XF 2.2 Litre Luxury,Chennai,16.36,2179.0,5.0
Audi A6 2.7 TDI,Bangalore,12.4,2698.0,5.0
Nissan Micra Diesel XV,Hyderabad,23.08,1461.0,5.0
Honda Amaze S i-Vtech,Jaipur,18.0,1198.0,5.0
Renault Duster 85PS Diesel RxL Option,Chennai,19.87,1461.0,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,12.99,2494.0,8.0
Honda Amaze E i-Vtech,Ahmedabad,18.0,1198.0,5.0
Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,14.94,2143.0,5.0
Toyota Etios Liva G,Chennai,17.71,1197.0,5.0
Toyota Innova Crysta 2.8 GX AT 8S,Delhi,11.36,2755.0,8.0
Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,15.8,2148.0,5.0
Maruti Swift VXI BSIII,Chennai,16.1,1298.0,5.0
Maruti Baleno Alpha 1.3,Kolkata,27.39,1248.0,5.0
Maruti Celerio VXI AT,Mumbai,23.1,998.0,5.0
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,22.7,1498.0,5.0
Tata Manza Aura Quadrajet,Hyderabad,18.8,1248.0,5.0
Honda Jazz 1.5 SV i DTEC,Mumbai,27.3,1498.0,5.0
Mahindra XUV500 W8 2WD,Coimbatore,15.1,2179.0,7.0
Nissan Micra Diesel XV Premium,Hyderabad,23.08,1461.0,5.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,19.27,2143.0,5.0
Tata Manza Aura Plus Quadrajet BS IV,Hyderabad,19.0,1248.0,5.0
Maruti Swift VDI,Kolkata,22.9,1248.0,5.0
Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,17.5,1197.0,5.0
Tata Indigo eCS LS (TDI) BS-III,Pune,19.09,1405.0,5.0
Honda Amaze S i-Dtech,Kolkata,25.8,1498.0,5.0
Maruti Swift VXI BSIV,Delhi,20.4,1197.0,5.0
Maruti Ertiga ZDI,Chennai,20.77,1248.0,7.0
Hyundai Grand i10 Era,Kolkata,18.9,1197.0,5.0
Nissan Micra Active XV,Ahmedabad,19.69,1198.0,5.0
Hyundai Grand i10 Asta Option,Bangalore,18.9,1197.0,5.0
Jeep Compass 2.0 Sport,Hyderabad,17.1,1956.0,5.0
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,22.07,1199.0,5.0
Honda Amaze S AT i-Vtech,Pune,15.5,1198.0,5.0
BMW X3 xDrive20d Advantage Edition,Kolkata,16.09,1995.0,5.0
BMW 3 Series 320d Luxury Line,Kochi,18.88,1995.0,5.0
Honda City V AT,Kochi,15.6,1497.0,5.0
Mahindra Ssangyong Rexton RX5,Kochi,12.83,2696.0,7.0
Maruti Swift Dzire LDI,Delhi,26.59,1248.0,5.0
Maruti Swift VDI BSIV,Jaipur,25.2,1248.0,5.0
Honda Brio S Option MT,Pune,18.4,1198.0,5.0
Hyundai Grand i10 Sportz,Mumbai,18.9,1197.0,5.0
Tata Zest Quadrajet 1.3 75PS XM,Pune,22.95,1248.0,5.0
Hyundai EON Era Plus,Jaipur,21.1,814.0,5.0
Hyundai i20 1.2 Spotz,Mumbai,18.6,1197.0,5.0
Volvo S60 D4 KINETIC,Delhi,9.0,1984.0,5.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,22.7,1498.0,5.0
Maruti Ritz VXI,Hyderabad,21.1,1197.0,5.0
Hyundai i20 1.4 CRDi Magna,Hyderabad,21.9,1396.0,5.0
Maruti Dzire VXI,Hyderabad,22.0,1197.0,5.0
Porsche Panamera 2010 2013 4S,Coimbatore,8.0,4806.0,4.0
Maruti Swift VDi BSIII W/ ABS,Jaipur,17.8,1248.0,5.0
Honda Brio S MT,Kolkata,19.4,1198.0,5.0
Chevrolet Beat LS,Bangalore,18.6,1199.0,5.0
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,13.0,1591.0,5.0
Honda City ZX GXi,Pune,17.7,1497.0,5.0
Maruti Ritz LXi,Mumbai,18.5,1197.0,5.0
Ford EcoSport 1.5 TDCi Trend,Delhi,22.77,1498.0,5.0
BMW 3 Series 320d,Hyderabad,13.2,1995.0,5.0
Hyundai Verna 1.6 SX VTVT,Mumbai,17.01,1591.0,5.0
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,12.8,2494.0,8.0
Maruti Wagon R LXI,Mumbai,22.5,998.0,5.0
Maruti Ertiga VDI,Mumbai,25.47,1248.0,7.0
Maruti Alto LXi BSIII,Hyderabad,19.7,796.0,5.0
Maruti A-Star Vxi,Kochi,19.0,998.0,5.0
BMW X5 3.0d,Bangalore,11.0,2993.0,5.0
Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,18.15,1198.0,5.0
Hyundai i10 Magna AT,Bangalore,19.2,1197.0,5.0
Honda Civic 2006-2010 1.8 S AT,Pune,12.9,1799.0,5.0
Hyundai i10 Sportz 1.2,Hyderabad,20.36,1197.0,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,14.84,2143.0,5.0
Toyota Etios G,Pune,17.6,1496.0,5.0
Honda City 1.5 E MT,Kolkata,17.0,1497.0,5.0
Maruti Swift Dzire VDI,Bangalore,23.4,1248.0,5.0
Maruti Swift VXI,Pune,22.0,1197.0,5.0
Hyundai Verna 1.6 EX VTVT,Kolkata,17.01,1591.0,5.0
Maruti Ritz VDi,Pune,23.2,1248.0,5.0
Toyota Fortuner 4x2 Manual,Mumbai,13.0,2982.0,7.0
Jeep Compass 2.0 Limited,Pune,17.1,1956.0,5.0
Hyundai i20 Asta Option 1.2,Hyderabad,18.6,1197.0,5.0
Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,13.93,2179.0,7.0
Maruti Swift Dzire LDi,Jaipur,19.3,1248.0,5.0
Tata Indigo eCS eLS BS IV,Kolkata,25.0,1396.0,5.0
Maruti Swift LDI,Hyderabad,28.4,1248.0,5.0
Maruti Celerio VXI AT,Kolkata,23.1,998.0,5.0
BMW 5 Series 2013-2017 530d M Sport,Coimbatore,14.69,2993.0,5.0
Volkswagen Polo 1.2 MPI Highline,Coimbatore,16.47,1198.0,5.0
Tata Safari DICOR 2.2 LX 4x2,Bangalore,13.93,2179.0,7.0
Mini Cooper S Carbon Edition,Kolkata,13.6,1598.0,4.0
Ford Figo Petrol Titanium,Kolkata,15.6,1196.0,5.0
Honda City i DTEC V,Ahmedabad,26.0,1498.0,5.0
Hyundai Tucson CRDi,Delhi,12.6,1991.0,7.0
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,20.0,1968.0,5.0
Toyota Fortuner 3.0 Diesel,Hyderabad,11.5,2982.0,7.0
Hyundai Verna 1.6 SX,Hyderabad,22.32,1582.0,5.0
Mahindra XUV500 W6 2WD,Hyderabad,15.1,2179.0,7.0
Renault KWID RXT,Mumbai,25.17,799.0,5.0
Hyundai i20 Asta 1.2,Bangalore,18.6,1197.0,5.0
Honda City V AT,Bangalore,15.6,1497.0,5.0
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,10.91,3198.0,7.0
Skoda Superb Elegance 1.8 TSI AT,Kochi,13.7,1798.0,5.0
BMW 3 Series 320d Sport,Mumbai,22.69,1995.0,5.0
Maruti Ritz LDi,Jaipur,23.2,1248.0,5.0
Toyota Fortuner 3.0 Diesel,Jaipur,11.5,2982.0,7.0
Maruti Swift Lxi BSIII,Mumbai,16.1,1298.0,5.0
Tata Tigor 1.2 Revotron XT,Mumbai,20.3,1199.0,5.0
Honda City i VTEC CVT VX,Delhi,18.0,1497.0,5.0
BMW 3 Series 320d,Hyderabad,13.2,1995.0,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,14.21,2143.0,5.0
Maruti Swift VDI,Kochi,28.4,1248.0,5.0
Maruti Ertiga VXI,Delhi,16.02,1373.0,7.0
Hyundai Verna 1.6 VTVT,Kolkata,17.01,1591.0,5.0
Land Rover Discovery Sport TD4 HSE,Coimbatore,12.63,2179.0,5.0
Hyundai Santro Xing GL,Kolkata,0.0,1086.0,5.0
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,19.27,2143.0,5.0
Hyundai i10 Magna 1.2,Kochi,20.36,1197.0,5.0
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,22.07,1199.0,5.0
Maruti Vitara Brezza VDi Option,Delhi,24.3,1248.0,5.0
Renault Duster 85PS Diesel RxL,Mumbai,19.87,1461.0,5.0
Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,18.0,1248.0,5.0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,11.3,2987.0,7.0
Hyundai Xcent 1.2 CRDi S,Mumbai,25.4,1186.0,5.0
Hyundai Verna CRDi SX ABS,Hyderabad,18.1,1493.0,5.0
Hyundai Verna 1.6 SX VTVT,Mumbai,17.01,1591.0,5.0
Ford Figo Petrol ZXI,Bangalore,15.6,1196.0,5.0
Maruti Swift VDI Optional,Chennai,25.2,1248.0,5.0
Renault Pulse RxL,Hyderabad,23.08,1461.0,5.0
Volkswagen Polo 1.2 MPI Highline,Bangalore,16.47,1198.0,5.0
BMW 3 Series 320d Luxury Line,Delhi,22.69,1995.0,5.0
Skoda Rapid 1.6 MPI Active,Ahmedabad,15.0,1598.0,5.0
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,12.07,2967.0,7.0
Maruti Ciaz VDi Plus,Jaipur,26.21,1248.0,5.0
Honda City i DTEC VX,Kolkata,25.1,1498.0,5.0
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,10.93,3498.0,5.0
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,14.57,2967.0,5.0
Mahindra Xylo H4,Coimbatore,14.02,2179.0,7.0
Honda City 1.5 EXI AT,Kochi,12.0,1493.0,5.0
Maruti SX4 ZXI MT BSIV,Mumbai,15.5,1586.0,5.0
Toyota Corolla Altis G,Pune,14.53,1798.0,5.0
Volkswagen Vento Petrol Highline AT,Pune,14.4,1598.0,5.0
Hyundai EON Era Plus,Pune,21.1,814.0,5.0
Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,20.0,1968.0,5.0
Maruti Swift VDI,Hyderabad,22.9,1248.0,5.0
Toyota Corolla Altis 1.8 VL CVT,Kolkata,14.28,1798.0,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,12.99,2494.0,8.0
Tata Tiago Wizz 1.05 Revotorq,Hyderabad,27.28,1047.0,5.0
Skoda Rapid 1.6 MPI Ambition,Mumbai,15.41,1598.0,5.0
Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,10.91,3198.0,7.0
Renault KWID RXL,Kochi,25.17,799.0,5.0
Hyundai i20 1.4 Asta CRDi with AVN,Pune,23.0,1396.0,5.0
Skoda Laura Ambiente,Chennai,17.5,1896.0,5.0
Toyota Corolla Altis Diesel D4DG,Kochi,21.43,1364.0,5.0
Mahindra Scorpio S8 8 Seater,Delhi,15.4,2179.0,8.0
Audi Q5 2.0 TDI Premium Plus,Chennai,14.16,1968.0,5.0
Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,18.2,1248.0,8.0
BMW 3 Series 320d,Coimbatore,22.69,1995.0,5.0
Nissan Sunny 2011-2014 Diesel XV,Delhi,21.64,1461.0,5.0
Honda Accord 2.4 MT,Mumbai,12.8,2354.0,5.0
Hyundai Verna CRDi,Bangalore,16.8,1493.0,5.0
Maruti Omni E MPI STD BS IV,Jaipur,16.8,796.0,8.0
Honda City i VTEC SV,Kolkata,17.4,1497.0,5.0
Audi A7 2011-2015 Sportback,Kolkata,0.0,2967.0,5.0
Ford Fiesta 1.4 ZXi Leather,Chennai,16.6,1388.0,5.0
Hyundai i20 1.4 Asta,Mumbai,22.54,1396.0,5.0
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,13.0,2143.0,5.0
Ford EcoSport 1.5 TDCi Trend Plus,Chennai,22.77,1498.0,5.0
Hyundai i20 1.2 Magna,Mumbai,18.5,1197.0,5.0
Honda City i VTEC V,Delhi,17.8,1497.0,5.0
Nissan Micra Diesel XV,Kolkata,23.08,1461.0,5.0
Ford Figo Diesel EXI,Pune,20.0,1399.0,5.0
Nissan Micra XL,Kolkata,18.44,1198.0,5.0
Honda Accord 2.4 MT,Ahmedabad,12.8,2354.0,5.0
Skoda Superb Elegance 1.8 TSI AT,Mumbai,13.7,1798.0,5.0
Maruti Omni 8 Seater BSIV,Hyderabad,14.0,796.0,5.0
Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,21.9,1396.0,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,17.01,1582.0,5.0
Maruti Swift VDI BSIV,Kochi,25.2,1248.0,5.0
Maruti Swift LDI BSIV,Jaipur,25.2,1248.0,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,12.8,2494.0,8.0
Hyundai Xcent 1.1 CRDi Base,Mumbai,24.4,1120.0,5.0
Maruti Ertiga Paseo VDI,Delhi,20.77,1248.0,7.0
Ford Endeavour 3.2 Trend AT 4X4,Jaipur,10.91,3198.0,7.0
Hyundai i20 1.4 Sportz,Coimbatore,22.54,1396.0,5.0
Maruti Zen Estilo LXI BS IV,Mumbai,19.0,998.0,5.0
Maruti Ritz VDi,Mumbai,21.1,1248.0,5.0
Honda City 1.5 S MT,Mumbai,17.0,1497.0,5.0
Maruti Swift Dzire ZXi,Mumbai,17.5,1298.0,5.0
BMW X1 sDrive 20d Sportline,Hyderabad,17.05,1995.0,5.0
Tata Manza Aqua Safire,Mumbai,15.0,1368.0,5.0
Mahindra XUV500 W10 2WD,Chennai,16.0,2179.0,7.0
Hyundai i10 Sportz AT,Bangalore,16.95,1197.0,5.0
Maruti Baleno Sigma 1.2,Mumbai,21.4,1197.0,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,24.3,1248.0,5.0
Ford Figo Petrol ZXI,Mumbai,15.6,1196.0,5.0
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,18.19,1197.0,5.0
Mahindra Xylo D2 BS III,Ahmedabad,14.95,2489.0,7.0
Porsche Cayenne Base,Kochi,13.33,2995.0,5.0
Maruti Swift Dzire VDi,Hyderabad,19.3,1248.0,5.0
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,16.2,1199.0,5.0
Hyundai Verna 1.6 VTVT,Chennai,17.01,1591.0,5.0
Hyundai i10 Era 1.1,Bangalore,19.81,1086.0,5.0
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,13.0,2143.0,5.0
Maruti Zen LXI,Jaipur,17.3,993.0,5.0
Hyundai i10 Sportz,Coimbatore,20.36,1197.0,5.0
Honda Amaze S i-Dtech,Coimbatore,25.8,1498.0,5.0
Tata Safari Storme VX,Jaipur,14.1,2179.0,7.0
Honda Brio 1.2 S MT,Mumbai,18.5,1198.0,5.0
Hyundai i20 Asta,Kochi,17.0,1197.0,5.0
Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,14.69,1390.0,5.0
Honda Jazz Select Edition,Kolkata,16.7,1198.0,5.0
Hyundai Grand i10 Sportz,Coimbatore,18.9,1197.0,5.0
Jaguar XF Diesel,Coimbatore,14.74,2993.0,5.0
Jaguar XF 2.2 Litre Luxury,Kolkata,16.36,2179.0,5.0
Mahindra XUV500 W8 2WD,Coimbatore,16.0,2179.0,7.0
Maruti S Cross DDiS 320 Alpha,Delhi,22.7,1598.0,5.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,17.11,1968.0,5.0
Renault Duster 110PS Diesel RxZ,Delhi,19.01,1461.0,5.0
Maruti Swift Dzire VXI,Coimbatore,19.1,1197.0,5.0
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,16.47,1198.0,5.0
Maruti Omni 8 Seater BSII,Jaipur,19.7,796.0,8.0
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,18.9,1197.0,5.0
Tata Nano Twist XT,Hyderabad,25.4,624.0,4.0
Audi A4 30 TFSI Premium Plus,Kochi,17.84,1395.0,5.0
Volkswagen Polo 1.2 MPI Highline,Mumbai,16.47,1198.0,5.0
Maruti Alto 800 LXI,Chennai,22.74,796.0,5.0
Mini Cooper 5 DOOR D,Kochi,20.7,1496.0,5.0
Audi A4 New 2.0 TDI Multitronic,Delhi,15.2,1968.0,5.0
Ford Endeavour Titanium 4X2,Coimbatore,12.62,2198.0,7.0
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,15.8,1499.0,5.0
Hyundai Grand i10 Magna,Jaipur,18.9,1197.0,5.0
Chevrolet Sail 1.2 LS,Mumbai,18.2,1199.0,5.0
Maruti Swift Dzire LXI,Kolkata,20.85,1197.0,5.0
Tata Zest Revotron 1.2T XM,Kochi,17.57,1193.0,5.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,19.27,2143.0,5.0
Chevrolet Cruze LTZ,Coimbatore,17.3,1998.0,5.0
Maruti Ritz VDi,Hyderabad,21.1,1248.0,5.0
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,18.9,1197.0,5.0
Maruti Dzire LDI,Pune,28.4,1248.0,5.0
Hyundai Verna 1.6 SX,Kolkata,22.32,1582.0,5.0
Jaguar XF Diesel,Coimbatore,14.74,2993.0,5.0
Skoda Superb Elegance 1.8 TSI AT,Delhi,13.7,1798.0,5.0
Maruti Wagon R LXI,Pune,18.9,998.0,5.0
Volkswagen Polo Petrol Highline 1.2L,Mumbai,16.47,1198.0,5.0
Honda Civic 2010-2013 1.8 S MT,Hyderabad,14.8,1799.0,5.0
Maruti Wagon R VXI,Chennai,22.5,998.0,5.0
Maruti Swift Dzire VDI,Kolkata,23.4,1248.0,5.0
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,13.0,1591.0,5.0
Hyundai Grand i10 Asta,Bangalore,18.9,1197.0,5.0
Nissan Micra Diesel XV Premium,Mumbai,23.08,1461.0,5.0
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,18.9,1197.0,5.0
Volkswagen Vento Diesel Highline,Chennai,20.54,1598.0,5.0
Toyota Fortuner 4x2 AT,Kochi,12.55,2982.0,7.0
Toyota Innova Crysta 2.8 GX AT,Pune,11.36,2755.0,7.0
Mercedes-Benz A Class A180 CDI,Pune,20.0,2143.0,5.0
Hyundai EON D Lite,Pune,21.1,814.0,5.0
Hyundai Elantra CRDi SX,Bangalore,22.7,1582.0,5.0
Mini Cooper 3 DOOR D,Kochi,20.7,1496.0,4.0
Renault Duster 110PS Diesel RXZ Option,Bangalore,19.64,1461.0,5.0
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,10.91,3198.0,7.0
Toyota Corolla Altis GL MT,Delhi,14.28,1798.0,5.0
Mahindra XUV500 W7,Delhi,14.0,2179.0,7.0
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,16.77,2993.0,5.0
Maruti Wagon R LX BSIII,Ahmedabad,17.3,1061.0,5.0
Honda City i VTEC SV,Kochi,17.8,1497.0,5.0
Maruti Swift VDI,Delhi,22.9,1248.0,5.0
Honda City i-VTEC CVT VX,Mumbai,18.0,1497.0,5.0
Maruti Ertiga VDI,Kochi,20.77,1248.0,7.0
Renault Duster 110PS Diesel RxZ,Coimbatore,19.01,1461.0,5.0
Maruti Swift Dzire VDi,Jaipur,19.3,1248.0,5.0
Maruti Ritz VDi,Hyderabad,23.2,1248.0,5.0
Mahindra XUV500 W8 4WD,Chennai,15.1,2179.0,7.0
Honda Brio S MT,Kochi,19.4,1198.0,5.0
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,0.0,2987.0,5.0
Tata Manza Club Class Quadrajet90 LS,Coimbatore,21.02,1248.0,5.0
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,12.8,2494.0,7.0
Maruti Swift VXI,Delhi,18.6,1197.0,5.0
Hyundai Verna 1.6 EX VTVT,Kolkata,17.01,1591.0,5.0
Honda Mobilio S i VTEC,Kolkata,17.3,1497.0,7.0
Honda Amaze S i-Vtech,Mumbai,18.0,1198.0,5.0
Honda City i-VTEC CVT VX,Jaipur,18.0,1497.0,5.0
Land Rover Range Rover 2.2L Dynamic,Pune,12.7,2179.0,5.0
Honda City i-VTEC V,Mumbai,17.4,1497.0,5.0
Mercedes-Benz E-Class 280 Elegance,Jaipur,9.5,2997.0,5.0
Ford Ikon 1.3 Flair,Chennai,13.8,1299.0,5.0
Toyota Fortuner 4x2 Manual,Delhi,13.0,2982.0,7.0
Maruti A-Star Vxi,Hyderabad,19.0,998.0,5.0
Tata Sumo EX,Kolkata,14.07,1948.0,7.0
Honda City V AT,Coimbatore,15.6,1497.0,5.0
Nissan Micra XV D,Chennai,23.19,1461.0,5.0
Hyundai Verna SX CRDi AT,Hyderabad,19.08,1582.0,5.0
Maruti 800 Std,Pune,16.1,796.0,4.0
Mahindra XUV500 W8 4WD,Coimbatore,15.1,2179.0,7.0
Maruti SX4 VDI,Delhi,21.5,1248.0,5.0
Hyundai i20 Sportz AT 1.4,Bangalore,15.0,1396.0,5.0
Hyundai Creta 1.6 CRDi SX,Coimbatore,19.67,1582.0,5.0
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,13.0,2143.0,5.0
Toyota Fortuner 4x2 AT,Hyderabad,12.55,2982.0,7.0
Volvo S60 D4 KINETIC,Ahmedabad,9.0,1984.0,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,14.21,2143.0,5.0
Honda Accord 2.4 Elegance M/T,Chennai,10.2,2354.0,5.0
Honda Amaze S i-Dtech,Pune,25.8,1498.0,5.0
Maruti Dzire ZDI,Ahmedabad,28.4,1248.0,5.0
Maruti Swift LXI,Kolkata,18.6,1197.0,5.0
Toyota Corolla Altis G HV AT,Delhi,14.53,1798.0,5.0
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,11.49,4367.0,5.0
Maruti Swift VDI,Chennai,22.9,1248.0,5.0
Jeep Compass 2.0 Limited Option 4X4,Kolkata,16.3,1956.0,5.0
Maruti Swift VXI BSIV,Mumbai,20.4,1197.0,5.0
Honda Jazz 1.2 SV i VTEC,Kochi,18.7,1199.0,5.0
Volkswagen Polo Petrol Trendline 1.2L,Kochi,16.47,1198.0,5.0
Honda Civic 2006-2010 1.8 V AT,Delhi,12.9,1799.0,5.0
Toyota Etios G SP,Bangalore,16.78,1496.0,5.0
Hyundai Verna 1.6 SX VTVT,Chennai,17.01,1591.0,5.0
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,12.8,2494.0,8.0
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,22.7,1598.0,5.0
Ford Freestyle Titanium Plus Petrol,Kolkata,19.0,1194.0,5.0
Maruti Baleno Alpha 1.2,Delhi,21.4,1197.0,5.0
Honda Jazz V,Mumbai,18.2,1199.0,5.0
Hyundai Verna 1.6 CRDi EX AT,Pune,22.32,1582.0,5.0
Honda Amaze VX i-DTEC,Ahmedabad,25.8,1498.0,5.0
Audi Q3 30 TDI Premium FWD,Mumbai,18.51,1968.0,5.0
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,15.0,1598.0,5.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,17.11,1968.0,5.0
Maruti Swift Dzire VDI,Jaipur,23.4,1248.0,5.0
Tata Indica Vista Quadrajet LS,Kolkata,22.3,1248.0,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,12.99,2494.0,8.0
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,19.64,1461.0,5.0
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,10.0,2996.0,4.0
Honda Amaze S i-Dtech,Delhi,25.8,1498.0,5.0
Mercedes-Benz GLE 350d,Coimbatore,11.57,2987.0,5.0
